"","Var1","Freq"
"210","-808",1
"211","-806",1
"212","-805",2
"213","-804",1
"214","-803",3
"215","-800",2
"216","-799",1
"217","-797",1
"218","-796",3
"219","-790",2
"220","-786",1
"221","-782",1
"222","-780",1
"223","-779",3
"224","-777",1
"225","-771",1
"226","-770",2
"227","-769",1
"228","-768",2
"229","-767",1
"230","-762",6
"231","-759",3
"232","-757",1
"233","-755",2
"234","-754",4
"235","-753",1
"236","-752",1
"237","-750",2
"238","-749",1
"239","-747",1
"240","-745",2
"241","-744",2
"242","-742",1
"243","-741",1
"244","-740",1
"245","-738",1
"246","-736",2
"247","-735",2
"248","-732",2
"249","-731",1
"250","-728",2
"251","-725",1
"252","-723",2
"253","-722",1
"254","-720",2
"255","-718",4
"256","-717",2
"257","-715",1
"258","-714",1
"259","-713",1
"260","-711",1
"261","-710",1
"262","-709",2
"263","-708",1
"264","-706",1
"265","-705",2
"266","-704",1
"267","-703",2
"268","-701",5
"269","-700",2
"270","-697",1
"271","-694",1
"272","-692",4
"273","-691",1
"274","-690",1
"275","-689",3
"276","-688",1
"277","-687",1
"278","-686",1
"279","-685",1
"280","-684",2
"281","-683",1
"282","-682",1
"283","-681",1
"284","-680",1
"285","-679",5
"286","-677",1
"287","-676",2
"288","-675",2
"289","-674",1
"290","-673",1
"291","-672",1
"292","-671",1
"293","-670",2
"294","-667",1
"295","-666",2
"296","-665",3
"297","-664",1
"298","-663",2
"299","-661",1
"300","-659",1
"301","-656",2
"302","-651",1
"303","-650",2
"304","-648",3
"305","-646",1
"306","-644",1
"307","-643",1
"308","-642",1
"309","-641",1
"310","-640",1
"311","-639",2
"312","-637",4
"313","-636",2
"314","-635",2
"315","-634",3
"316","-633",2
"317","-632",1
"318","-631",1
"319","-630",2
"320","-628",1
"321","-627",4
"322","-626",5
"323","-625",3
"324","-624",1
"325","-621",1
"326","-619",1
"327","-618",2
"328","-617",3
"329","-616",4
"330","-614",1
"331","-613",2
"332","-612",2
"333","-611",1
"334","-609",1
"335","-608",2
"336","-607",4
"337","-606",2
"338","-605",3
"339","-603",1
"340","-601",2
"341","-600",2
"342","-599",1
"343","-598",1
"344","-597",1
"345","-596",1
"346","-594",2
"347","-593",1
"348","-591",2
"349","-589",1
"350","-588",2
"351","-587",1
"352","-585",2
"353","-584",3
"354","-583",1
"355","-582",2
"356","-581",5
"357","-580",2
"358","-579",5
"359","-578",2
"360","-577",1
"361","-576",1
"362","-575",2
"363","-574",1
"364","-572",1
"365","-571",5
"366","-570",1
"367","-569",1
"368","-568",1
"369","-566",2
"370","-565",3
"371","-564",1
"372","-563",3
"373","-562",2
"374","-560",1
"375","-559",5
"376","-558",2
"377","-557",3
"378","-556",5
"379","-555",1
"380","-554",1
"381","-553",2
"382","-552",2
"383","-551",2
"384","-550",2
"385","-549",1
"386","-548",1
"387","-547",7
"388","-546",1
"389","-545",2
"390","-544",1
"391","-542",2
"392","-541",2
"393","-540",3
"394","-538",5
"395","-537",2
"396","-535",3
"397","-534",2
"398","-533",1
"399","-532",1
"400","-531",1
"401","-530",4
"402","-529",3
"403","-528",3
"404","-527",1
"405","-526",2
"406","-525",3
"407","-524",1
"408","-523",2
"409","-522",8
"410","-521",2
"411","-519",1
"412","-518",2
"413","-517",3
"414","-516",7
"415","-515",1
"416","-513",3
"417","-512",1
"418","-511",1
"419","-510",1
"420","-509",5
"421","-508",5
"422","-507",4
"423","-506",1
"424","-505",1
"425","-504",4
"426","-503",2
"427","-502",3
"428","-501",1
"429","-500",3
"430","-499",3
"431","-498",5
"432","-497",5
"433","-496",4
"434","-495",4
"435","-494",1
"436","-493",2
"437","-492",1
"438","-491",5
"439","-490",2
"440","-489",4
"441","-488",7
"442","-487",2
"443","-485",2
"444","-483",2
"445","-482",2
"446","-481",3
"447","-480",7
"448","-479",3
"449","-478",6
"450","-477",5
"451","-476",6
"452","-475",6
"453","-474",1
"454","-473",4
"455","-472",1
"456","-471",4
"457","-470",7
"458","-469",2
"459","-468",4
"460","-467",1
"461","-466",3
"462","-465",5
"463","-464",4
"464","-463",3
"465","-462",2
"466","-461",4
"467","-460",2
"468","-459",3
"469","-458",4
"470","-457",5
"471","-456",5
"472","-455",4
"473","-454",8
"474","-453",4
"475","-452",2
"476","-451",1
"477","-450",1
"478","-449",3
"479","-448",3
"480","-447",1
"481","-446",4
"482","-444",3
"483","-443",4
"484","-442",1
"485","-441",4
"486","-440",2
"487","-439",2
"488","-438",2
"489","-437",6
"490","-436",1
"491","-435",6
"492","-433",1
"493","-432",2
"494","-431",1
"495","-430",2
"496","-429",5
"497","-428",4
"498","-427",3
"499","-426",5
"500","-424",2
"501","-423",6
"502","-422",3
"503","-421",5
"504","-420",3
"505","-418",2
"506","-417",6
"507","-416",5
"508","-415",1
"509","-414",2
"510","-413",5
"511","-412",2
"512","-411",4
"513","-410",3
"514","-409",4
"515","-408",3
"516","-407",8
"517","-406",6
"518","-405",4
"519","-404",5
"520","-403",6
"521","-402",6
"522","-401",6
"523","-400",3
"524","-399",3
"525","-398",4
"526","-397",5
"527","-396",8
"528","-395",5
"529","-394",3
"530","-393",5
"531","-392",4
"532","-391",3
"533","-390",2
"534","-389",4
"535","-388",11
"536","-386",5
"537","-385",1
"538","-384",6
"539","-383",2
"540","-382",5
"541","-381",1
"542","-380",6
"543","-379",3
"544","-378",7
"545","-376",5
"546","-375",6
"547","-374",3
"548","-372",3
"549","-371",4
"550","-370",6
"551","-369",4
"552","-368",2
"553","-367",11
"554","-366",5
"555","-365",5
"556","-364",2
"557","-363",7
"558","-362",2
"559","-361",6
"560","-360",5
"561","-359",2
"562","-358",2
"563","-357",5
"564","-356",2
"565","-355",4
"566","-354",4
"567","-353",8
"568","-352",2
"569","-350",4
"570","-349",7
"571","-348",1
"572","-347",4
"573","-346",10
"574","-345",5
"575","-344",2
"576","-343",2
"577","-342",6
"578","-341",5
"579","-340",2
"580","-339",2
"581","-338",2
"582","-337",7
"583","-336",6
"584","-335",3
"585","-334",2
"586","-333",9
"587","-332",3
"588","-331",6
"589","-330",6
"590","-329",7
"591","-328",3
"592","-327",5
"593","-326",5
"594","-325",5
"595","-324",3
"596","-323",3
"597","-322",5
"598","-321",2
"599","-320",3
"600","-319",9
"601","-318",4
"602","-317",4
"603","-315",8
"604","-314",4
"605","-313",3
"606","-312",11
"607","-311",5
"608","-310",3
"609","-309",4
"610","-308",7
"611","-307",3
"612","-306",11
"613","-305",7
"614","-304",2
"615","-303",5
"616","-302",8
"617","-301",6
"618","-300",4
"619","-299",6
"620","-298",8
"621","-297",4
"622","-296",3
"623","-295",12
"624","-294",6
"625","-293",2
"626","-292",7
"627","-291",6
"628","-290",4
"629","-289",7
"630","-288",12
"631","-287",10
"632","-286",4
"633","-285",5
"634","-284",4
"635","-283",4
"636","-282",4
"637","-281",6
"638","-280",6
"639","-279",1
"640","-278",5
"641","-277",4
"642","-276",6
"643","-275",3
"644","-274",12
"645","-273",4
"646","-272",6
"647","-271",8
"648","-269",7
"649","-268",6
"650","-267",13
"651","-266",8
"652","-265",1
"653","-264",3
"654","-263",2
"655","-262",2
"656","-261",3
"657","-260",4
"658","-259",4
"659","-258",9
"660","-257",10
"661","-256",10
"662","-255",9
"663","-254",8
"664","-253",5
"665","-252",6
"666","-251",7
"667","-250",4
"668","-249",4
"669","-248",4
"670","-247",13
"671","-246",6
"672","-245",5
"673","-244",6
"674","-243",2
"675","-242",9
"676","-241",8
"677","-240",4
"678","-239",6
"679","-238",5
"680","-237",4
"681","-236",6
"682","-235",5
"683","-234",6
"684","-233",6
"685","-232",9
"686","-231",3
"687","-230",10
"688","-229",6
"689","-228",7
"690","-227",5
"691","-226",2
"692","-225",3
"693","-224",6
"694","-223",4
"695","-222",5
"696","-221",5
"697","-220",9
"698","-219",10
"699","-218",7
"700","-217",2
"701","-216",3
"702","-215",7
"703","-214",7
"704","-213",9
"705","-212",8
"706","-211",9
"707","-210",6
"708","-209",7
"709","-208",9
"710","-207",4
"711","-206",9
"712","-205",11
"713","-204",13
"714","-203",6
"715","-202",8
"716","-201",4
"717","-200",3
"718","-199",12
"719","-198",7
"720","-197",9
"721","-196",11
"722","-195",8
"723","-194",8
"724","-193",3
"725","-192",6
"726","-191",9
"727","-190",7
"728","-189",5
"729","-188",2
"730","-187",6
"731","-186",4
"732","-185",10
"733","-184",9
"734","-183",6
"735","-182",6
"736","-181",7
"737","-180",2
"738","-179",7
"739","-178",6
"740","-177",3
"741","-176",5
"742","-175",10
"743","-174",5
"744","-173",8
"745","-172",11
"746","-171",6
"747","-170",6
"748","-169",7
"749","-168",5
"750","-167",7
"751","-166",9
"752","-165",8
"753","-164",4
"754","-163",6
"755","-162",5
"756","-161",1
"757","-160",11
"758","-159",3
"759","-158",16
"760","-157",6
"761","-156",6
"762","-155",2
"763","-154",9
"764","-153",3
"765","-152",6
"766","-151",4
"767","-150",6
"768","-149",8
"769","-148",5
"770","-147",8
"771","-146",7
"772","-145",8
"773","-144",3
"774","-143",8
"775","-142",6
"776","-141",9
"777","-140",5
"778","-139",8
"779","-138",6
"780","-137",5
"781","-136",3
"782","-135",4
"783","-134",4
"784","-133",10
"785","-132",4
"786","-131",6
"787","-130",9
"788","-129",6
"789","-128",4
"790","-127",7
"791","-126",5
"792","-125",6
"793","-124",8
"794","-123",6
"795","-122",5
"796","-121",7
"797","-120",8
"798","-119",14
"799","-118",7
"800","-117",4
"801","-116",8
"802","-115",3
"803","-114",9
"804","-113",7
"805","-112",7
"806","-111",9
"807","-110",9
"808","-109",7
"809","-108",7
"810","-107",6
"811","-106",11
"812","-105",5
"813","-104",8
"814","-103",8
"815","-102",9
"816","-101",9
"817","-100",16
"818","-99",5
"819","-98",13
"820","-97",17
"821","-96",7
"822","-95",10
"823","-94",11
"824","-93",7
"825","-92",9
"826","-91",6
"827","-90",16
"828","-89",7
"829","-88",7
"830","-87",2
"831","-86",3
"832","-85",9
"833","-84",8
"834","-83",5
"835","-82",4
"836","-81",7
"837","-80",4
"838","-79",13
"839","-78",10
"840","-77",2
"841","-76",12
"842","-75",9
"843","-74",7
"844","-73",7
"845","-72",6
"846","-71",8
"847","-70",13
"848","-69",8
"849","-68",11
"850","-67",10
"851","-66",3
"852","-65",6
"853","-64",4
"854","-63",16
"855","-62",5
"856","-61",10
"857","-60",5
"858","-59",11
"859","-58",7
"860","-57",12
"861","-56",14
"862","-55",9
"863","-54",12
"864","-53",10
"865","-52",7
"866","-51",6
"867","-50",9
"868","-49",9
"869","-48",6
"870","-47",2
"871","-46",10
"872","-45",13
"873","-44",8
"874","-43",6
"875","-42",11
"876","-41",11
"877","-40",5
"878","-39",7
"879","-38",10
"880","-37",12
"881","-36",9
"882","-35",14
"883","-34",11
"884","-33",10
"885","-32",15
"886","-31",9
"887","-30",10
"888","-29",10
"889","-28",10
"890","-27",16
"891","-26",9
"892","-25",9
"893","-24",15
"894","-23",10
"895","-22",11
"896","-21",8
"897","-20",10
"898","-19",11
"899","-18",12
"900","-17",16
"901","-16",9
"902","-15",16
"903","-14",14
"904","-13",9
"905","-12",9
"906","-11",15
"907","-10",13
"908","-9",10
"909","-8",9
"910","-7",13
"911","-6",14
"912","-5",12
"913","-4",15
"914","-3",22
"915","-2",25
"916","-1",50
"917","0",3514
"918","1",195
"919","2",156
"920","3",134
"921","4",139
"922","5",113
"923","6",88
"924","7",69
"925","8",81
"926","9",54
"927","10",69
"928","11",65
"929","12",52
"930","13",57
"931","14",53
"932","15",59
"933","16",56
"934","17",51
"935","18",53
"936","19",60
"937","20",62
"938","21",59
"939","22",48
"940","23",75
"941","24",55
"942","25",63
"943","26",50
"944","27",45
"945","28",50
"946","29",42
"947","30",40
"948","31",52
"949","32",31
"950","33",58
"951","34",45
"952","35",50
"953","36",50
"954","37",47
"955","38",39
"956","39",42
"957","40",37
"958","41",33
"959","42",46
"960","43",50
"961","44",40
"962","45",26
"963","46",54
"964","47",59
"965","48",44
"966","49",59
"967","50",48
"968","51",47
"969","52",42
"970","53",56
"971","54",48
"972","55",41
"973","56",44
"974","57",45
"975","58",33
"976","59",40
"977","60",42
"978","61",52
"979","62",44
"980","63",34
"981","64",40
"982","65",32
"983","66",49
"984","67",42
"985","68",42
"986","69",37
"987","70",37
"988","71",48
"989","72",39
"990","73",30
"991","74",37
"992","75",48
"993","76",34
"994","77",44
"995","78",40
"996","79",55
"997","80",44
"998","81",45
"999","82",39
"1000","83",38
"1001","84",41
"1002","85",29
"1003","86",41
"1004","87",34
"1005","88",39
"1006","89",47
"1007","90",34
"1008","91",54
"1009","92",38
"1010","93",43
"1011","94",52
"1012","95",36
"1013","96",52
"1014","97",35
"1015","98",40
"1016","99",51
"1017","100",38
"1018","101",44
"1019","102",41
"1020","103",47
"1021","104",34
"1022","105",50
"1023","106",42
"1024","107",30
"1025","108",39
"1026","109",38
"1027","110",21
"1028","111",43
"1029","112",28
"1030","113",42
"1031","114",24
"1032","115",40
"1033","116",31
"1034","117",30
"1035","118",34
"1036","119",29
"1037","120",29
"1038","121",35
"1039","122",37
"1040","123",45
"1041","124",38
"1042","125",36
"1043","126",37
"1044","127",42
"1045","128",27
"1046","129",32
"1047","130",42
"1048","131",35
"1049","132",30
"1050","133",36
"1051","134",35
"1052","135",31
"1053","136",37
"1054","137",42
"1055","138",30
"1056","139",38
"1057","140",37
"1058","141",32
"1059","142",33
"1060","143",26
"1061","144",39
"1062","145",54
"1063","146",40
"1064","147",39
"1065","148",39
"1066","149",28
"1067","150",33
"1068","151",32
"1069","152",23
"1070","153",31
"1071","154",41
"1072","155",27
"1073","156",32
"1074","157",34
"1075","158",31
"1076","159",38
"1077","160",33
"1078","161",27
"1079","162",41
"1080","163",34
"1081","164",24
"1082","165",22
"1083","166",23
"1084","167",44
"1085","168",35
"1086","169",35
"1087","170",29
"1088","171",43
"1089","172",32
"1090","173",24
"1091","174",29
"1092","175",35
"1093","176",33
"1094","177",36
"1095","178",35
"1096","179",40
"1097","180",26
"1098","181",36
"1099","182",31
"1100","183",44
"1101","184",34
"1102","185",33
"1103","186",26
"1104","187",40
"1105","188",25
"1106","189",24
"1107","190",27
"1108","191",33
"1109","192",32
"1110","193",32
"1111","194",33
"1112","195",33
"1113","196",43
"1114","197",37
"1115","198",33
"1116","199",44
"1117","200",23
"1118","201",46
"1119","202",38
"1120","203",32
"1121","204",28
"1122","205",38
"1123","206",34
"1124","207",25
"1125","208",28
"1126","209",32
"1127","210",34
"1128","211",30
"1129","212",23
"1130","213",25
"1131","214",26
"1132","215",34
"1133","216",36
"1134","217",35
"1135","218",35
"1136","219",35
"1137","220",28
"1138","221",36
"1139","222",38
"1140","223",51
"1141","224",34
"1142","225",24
"1143","226",30
"1144","227",20
"1145","228",32
"1146","229",27
"1147","230",40
"1148","231",33
"1149","232",21
"1150","233",27
"1151","234",19
"1152","235",30
"1153","236",28
"1154","237",24
"1155","238",35
"1156","239",22
"1157","240",23
"1158","241",38
"1159","242",33
"1160","243",35
"1161","244",28
"1162","245",27
"1163","246",38
"1164","247",34
"1165","248",23
"1166","249",24
"1167","250",32
"1168","251",22
"1169","252",26
"1170","253",30
"1171","254",37
"1172","255",42
"1173","256",28
"1174","257",29
"1175","258",39
"1176","259",27
"1177","260",35
"1178","261",32
"1179","262",28
"1180","263",23
"1181","264",33
"1182","265",29
"1183","266",30
"1184","267",25
"1185","268",31
"1186","269",19
"1187","270",23
"1188","271",34
"1189","272",35
"1190","273",28
"1191","274",21
"1192","275",41
"1193","276",33
"1194","277",27
"1195","278",32
"1196","279",29
"1197","280",27
"1198","281",30
"1199","282",23
"1200","283",35
"1201","284",36
"1202","285",34
"1203","286",20
"1204","287",28
"1205","288",19
"1206","289",33
"1207","290",26
"1208","291",28
"1209","292",36
"1210","293",29
"1211","294",34
"1212","295",28
"1213","296",31
"1214","297",33
"1215","298",33
"1216","299",22
"1217","300",41
"1218","301",17
"1219","302",29
"1220","303",31
"1221","304",26
"1222","305",31
"1223","306",28
"1224","307",26
"1225","308",23
"1226","309",32
"1227","310",27
"1228","311",34
"1229","312",28
"1230","313",38
"1231","314",35
"1232","315",46
"1233","316",29
"1234","317",29
"1235","318",36
"1236","319",18
"1237","320",24
"1238","321",29
"1239","322",24
"1240","323",31
"1241","324",31
"1242","325",15
"1243","326",25
"1244","327",21
"1245","328",33
"1246","329",27
"1247","330",27
"1248","331",16
"1249","332",29
"1250","333",24
"1251","334",35
"1252","335",32
"1253","336",29
"1254","337",23
"1255","338",24
"1256","339",22
"1257","340",24
"1258","341",29
"1259","342",27
"1260","343",21
"1261","344",27
"1262","345",23
"1263","346",19
"1264","347",25
"1265","348",24
"1266","349",25
"1267","350",33
"1268","351",31
"1269","352",23
"1270","353",21
"1271","354",28
"1272","355",23
"1273","356",35
"1274","357",22
"1275","358",33
"1276","359",18
"1277","360",26
"1278","361",24
"1279","362",35
"1280","363",31
"1281","364",15
"1282","365",19
"1283","366",24
"1284","367",24
"1285","368",26
"1286","369",23
"1287","370",30
"1288","371",18
"1289","372",33
"1290","373",35
"1291","374",17
"1292","375",23
"1293","376",23
"1294","377",25
"1295","378",21
"1296","379",14
"1297","380",23
"1298","381",25
"1299","382",32
"1300","383",28
"1301","384",16
"1302","385",24
"1303","386",20
"1304","387",35
"1305","388",36
"1306","389",15
"1307","390",25
"1308","391",19
"1309","392",31
"1310","393",39
"1311","394",18
"1312","395",30
"1313","396",28
"1314","397",24
"1315","398",27
"1316","399",24
"1317","400",19
"1318","401",20
"1319","402",20
"1320","403",17
"1321","404",19
"1322","405",21
"1323","406",27
"1324","407",19
"1325","408",16
"1326","409",28
"1327","410",27
"1328","411",19
"1329","412",17
"1330","413",27
"1331","414",31
"1332","415",26
"1333","416",23
"1334","417",29
"1335","418",13
"1336","419",30
"1337","420",15
"1338","421",21
"1339","422",20
"1340","423",18
"1341","424",21
"1342","425",26
"1343","426",22
"1344","427",18
"1345","428",26
"1346","429",21
"1347","430",25
"1348","431",28
"1349","432",24
"1350","433",20
"1351","434",21
"1352","435",15
"1353","436",15
"1354","437",27
"1355","438",24
"1356","439",22
"1357","440",25
"1358","441",13
"1359","442",25
"1360","443",21
"1361","444",19
"1362","445",24
"1363","446",19
"1364","447",19
"1365","448",16
"1366","449",16
"1367","450",18
"1368","451",29
"1369","452",16
"1370","453",17
"1371","454",22
"1372","455",16
"1373","456",19
"1374","457",25
"1375","458",20
"1376","459",27
"1377","460",13
"1378","461",14
"1379","462",17
"1380","463",20
"1381","464",11
"1382","465",16
"1383","466",22
"1384","467",13
"1385","468",24
"1386","469",19
"1387","470",17
"1388","471",26
"1389","472",13
"1390","473",34
"1391","474",23
"1392","475",22
"1393","476",27
"1394","477",22
"1395","478",20
"1396","479",21
"1397","480",22
"1398","481",24
"1399","482",22
"1400","483",24
"1401","484",23
"1402","485",11
"1403","486",23
"1404","487",19
"1405","488",23
"1406","489",22
"1407","490",37
"1408","491",15
"1409","492",16
"1410","493",19
"1411","494",17
"1412","495",18
"1413","496",21
"1414","497",20
"1415","498",17
"1416","499",17
"1417","500",28
"1418","501",20
"1419","502",23
"1420","503",21
"1421","504",15
"1422","505",29
"1423","506",22
"1424","507",26
"1425","508",20
"1426","509",13
"1427","510",23
"1428","511",20
"1429","512",24
"1430","513",16
"1431","514",22
"1432","515",15
"1433","516",15
"1434","517",23
"1435","518",23
"1436","519",27
"1437","520",20
"1438","521",10
"1439","522",20
"1440","523",37
"1441","524",15
"1442","525",20
"1443","526",19
"1444","527",20
"1445","528",21
"1446","529",13
"1447","530",23
"1448","531",10
"1449","532",19
"1450","533",24
"1451","534",11
"1452","535",23
"1453","536",25
"1454","537",14
"1455","538",24
"1456","539",13
"1457","540",16
"1458","541",21
"1459","542",12
"1460","543",18
"1461","544",19
"1462","545",15
"1463","546",17
"1464","547",16
"1465","548",19
"1466","549",18
"1467","550",15
"1468","551",17
"1469","552",9
"1470","553",23
"1471","554",21
"1472","555",17
"1473","556",28
"1474","557",33
"1475","558",21
"1476","559",16
"1477","560",17
"1478","561",19
"1479","562",12
"1480","563",19
"1481","564",10
"1482","565",23
"1483","566",17
"1484","567",14
"1485","568",21
"1486","569",17
"1487","570",10
"1488","571",15
"1489","572",22
"1490","573",14
"1491","574",20
"1492","575",13
"1493","576",19
"1494","577",19
"1495","578",17
"1496","579",18
"1497","580",28
"1498","581",24
"1499","582",15
"1500","583",16
"1501","584",16
"1502","585",14
"1503","586",19
"1504","587",18
"1505","588",17
"1506","589",16
"1507","590",15
"1508","591",15
"1509","592",25
"1510","593",14
"1511","594",21
"1512","595",15
"1513","596",23
"1514","597",20
"1515","598",26
"1516","599",12
"1517","600",12
"1518","601",9
"1519","602",20
"1520","603",22
"1521","604",13
"1522","605",15
"1523","606",17
"1524","607",14
"1525","608",19
"1526","609",9
"1527","610",10
"1528","611",16
"1529","612",14
"1530","613",17
"1531","614",19
"1532","615",10
"1533","616",24
"1534","617",12
"1535","618",21
"1536","619",8
"1537","620",23
"1538","621",11
"1539","622",15
"1540","623",16
"1541","624",18
"1542","625",25
"1543","626",13
"1544","627",15
"1545","628",11
"1546","629",18
"1547","630",25
"1548","631",20
"1549","632",10
"1550","633",13
"1551","634",17
"1552","635",21
"1553","636",14
"1554","637",9
"1555","638",17
"1556","639",13
"1557","640",22
"1558","641",27
"1559","642",17
"1560","643",21
"1561","644",24
"1562","645",6
"1563","646",10
"1564","647",13
"1565","648",17
"1566","649",14
"1567","650",9
"1568","651",17
"1569","652",10
"1570","653",16
"1571","654",11
"1572","655",25
"1573","656",14
"1574","657",19
"1575","658",26
"1576","659",19
"1577","660",19
"1578","661",14
"1579","662",5
"1580","663",15
"1581","664",18
"1582","665",20
"1583","666",14
"1584","667",14
"1585","668",19
"1586","669",8
"1587","670",15
"1588","671",18
"1589","672",11
"1590","673",17
"1591","674",16
"1592","675",9
"1593","676",22
"1594","677",16
"1595","678",16
"1596","679",14
"1597","680",17
"1598","681",20
"1599","682",16
"1600","683",14
"1601","684",12
"1602","685",20
"1603","686",10
"1604","687",26
"1605","688",17
"1606","689",16
"1607","690",18
"1608","691",15
"1609","692",16
"1610","693",9
"1611","694",18
"1612","695",13
"1613","696",16
"1614","697",19
"1615","698",13
"1616","699",19
"1617","700",16
"1618","701",9
"1619","702",12
"1620","703",20
"1621","704",13
"1622","705",22
"1623","706",12
"1624","707",10
"1625","708",13
"1626","709",6
"1627","710",15
"1628","711",10
"1629","712",16
"1630","713",9
"1631","714",26
"1632","715",16
"1633","716",8
"1634","717",13
"1635","718",18
"1636","719",15
"1637","720",16
"1638","721",6
"1639","722",19
"1640","723",13
"1641","724",10
"1642","725",21
"1643","726",21
"1644","727",6
"1645","728",20
"1646","729",8
"1647","730",8
"1648","731",10
"1649","732",22
"1650","733",13
"1651","734",17
"1652","735",4
"1653","736",14
"1654","737",9
"1655","738",15
"1656","739",20
"1657","740",14
"1658","741",15
"1659","742",7
"1660","743",7
"1661","744",15
"1662","745",14
"1663","746",14
"1664","747",13
"1665","748",6
"1666","749",9
"1667","750",12
"1668","751",21
"1669","752",14
"1670","753",13
"1671","754",6
"1672","755",13
"1673","756",15
"1674","757",15
"1675","758",8
"1676","759",21
"1677","760",13
"1678","761",9
"1679","762",11
"1680","763",12
"1681","764",16
"1682","765",11
"1683","766",12
"1684","767",11
"1685","768",11
"1686","769",16
"1687","770",11
"1688","771",21
"1689","772",5
"1690","773",8
"1691","774",12
"1692","775",21
"1693","776",14
"1694","777",11
"1695","778",15
"1696","779",11
"1697","780",20
"1698","781",15
"1699","782",18
"1700","783",18
"1701","784",9
"1702","785",10
"1703","786",12
"1704","787",15
"1705","788",12
"1706","789",9
"1707","790",10
"1708","791",12
"1709","792",10
"1710","793",6
"1711","794",15
"1712","795",12
"1713","796",13
"1714","797",14
"1715","798",9
"1716","799",13
"1717","800",17
"1718","801",11
"1719","802",15
"1720","803",8
"1721","804",16
"1722","805",16
"1723","806",12
"1724","807",9
"1725","808",21
"1726","809",8
"1727","810",13
"1728","811",8
"1729","812",13
"1730","813",13
"1731","814",11
"1732","815",5
"1733","816",18
"1734","817",11
"1735","818",12
"1736","819",11
"1737","820",12
"1738","821",5
"1739","822",10
"1740","823",13
"1741","824",9
